X_Minimum,X_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Length_of_Conveyer,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,SigmoidOfAreas
17,33,145,35,33,17101,104,1354,0.0325,0.3724,0.2813,0.0111,0.3529,0.8,1.0,2.1614,1.1761,1.5051,0.7188,0.4763
1070,1079,114,15,15,12808,94,1362,0.45,0.2933,0.6667,0.0073,0.6667,1.0,1.0,2.0569,1.0,1.1761,0.3333,0.266
1194,1201,229,25,34,29002,113,1694,0.1906,0.4386,0.2647,0.0083,0.36,0.9074,1.0,2.3598,1.1461,1.5315,0.7353,0.7147
1155,1166,137,25,31,16308,105,1353,0.3123,0.2988,0.9,0.0065,0.4,1.0,1.0,2.1367,1.0414,1.4914,0.1,0.4138
145,171,527,43,46,59901,122,1374,0.2116,0.5221,0.2632,0.0096,0.32,0.9778,1.0,2.7292,1.1139,1.6628,0.7368,0.9755
214,226,66,12,10,8166,104,1692,0.2815,0.3636,1.0,0.0079,0.9167,1.0,0.5,1.8195,1.0414,1.0,0.0,0.2061
1069,1090,110,33,22,13904,125,1354,0.4433,0.5129,0.8182,0.0148,0.5294,0.8182,0.0,2.0414,1.3617,1.0414,-0.1818,0.5096
1069,1090,975,28,56,87496,79,1690,0.4107,0.4394,0.9512,0.0103,0.4706,0.9375,1.0,2.9666,1.2305,1.6128,0.0488,0.9998
535,578,521,44,48,62926,103,1358,0.66,0.433,0.6571,0.0236,0.7046,0.9583,1.0,2.7259,1.5051,1.6628,0.3429,0.99
1289,1305,630,48,87,62357,90,1360,0.2183,0.5673,0.2885,0.0115,0.3125,0.9811,1.0,2.7993,1.1761,1.9395,0.7115,0.9685
1069,1092,137,15,13,15646,82,1694,0.4327,0.3131,1.0,0.0071,0.8,1.0,0.5,2.1367,1.0792,1.1139,0.0,0.2914
1085,1103,72,12,12,8477,61,1694,0.3685,0.2667,0.8333,0.006,0.8333,1.0,1.0,1.8573,1.0,1.0792,0.1667,0.2288
1325,1332,74,14,20,8091,102,1354,0.0325,0.15,0.45,0.0037,0.6429,1.0,1.0,1.8692,0.699,1.301,0.55,0.2061
612,621,128,13,17,16288,120,1364,0.9846,0.2917,0.6364,0.0081,0.8461,1.0,1.0,2.1072,1.0414,1.2305,0.3636,0.3663
434,446,128,12,14,13696,80,1687,0.5691,0.2381,0.8571,0.0071,1.0,1.0,1.0,2.1072,1.0792,1.1461,0.1429,0.2901
6,15,788,73,131,80541,77,1392,0.0,0.4326,0.1167,0.0089,0.2857,0.992,1.0,2.8965,1.1761,2.1173,0.8833,0.9999
1505,1545,2160,259,172,1630309,33,1666,0.2188,0.4373,0.1364,0.0957,0.2283,0.5772,1.0,3.3314,2.0934,2.2355,0.8636,1.0
1065,1084,525,43,59,60260,78,1364,0.4223,0.3972,0.15,0.0089,0.2251,0.9667,1.0,2.7259,1.0792,1.7404,0.85,0.9608
782,797,297,38,24,34779,119,1358,0.8429,0.3247,0.7407,0.0147,0.5,0.9583,1.0,2.4728,1.301,1.3617,0.2593,0.8299
811,823,108,28,21,13193,113,1360,0.7204,0.5278,0.5,0.0118,0.5714,0.5714,0.0,2.0334,1.2041,1.0792,-0.5,0.4235
733,785,830,64,361,97966,101,1396,0.9106,0.5436,0.1437,0.0073,0.1622,0.1783,1.0,2.9149,1.0,2.5011,0.8562,0.9997
1190,1202,69,11,10,7659,97,1360,0.2278,0.2153,0.9,0.0065,0.8182,1.0,1.0,1.8261,0.9542,1.0,0.1,0.1954
39,195,5702,203,90,601643,47,1358,0.0574,0.3514,0.3758,0.1149,0.7723,0.5889,0.0,3.756,2.1931,1.7708,-0.6242,1.0
2,16,196,17,25,18774,89,1686,0.0612,0.4111,0.35,0.0053,0.4211,1.0,1.0,2.2923,0.9542,1.3979,0.65,0.4057
41,209,5724,266,141,618846,43,1356,0.0605,0.4315,0.3829,0.1224,0.6189,0.4151,0.0,3.7555,2.2201,1.8513,-0.6171,1.0
1043,1061,784,56,60,84410,55,1666,0.6405,0.4853,0.15,0.0094,0.2857,1.0,1.0,2.8921,1.2041,1.7781,0.85,0.9993
1598,1610,80,30,22,6146,82,1688,0.1165,0.5098,0.3889,0.0066,0.48,0.6875,1.0,1.9031,1.0414,1.0414,0.6111,0.3329
1245,1258,289,37,33,35410,67,1364,0.1474,0.2768,0.2632,0.0088,0.3158,1.0,1.0,2.4609,1.0792,1.5185,0.7368,0.8563
41,211,6476,266,131,675748,40,1356,0.0605,0.4709,0.4387,0.1254,0.5882,0.5114,0.0,3.8113,2.2304,1.8129,-0.5613,1.0
1061,1069,89,11,12,8448,95,1352,0.442,0.3,0.75,0.0066,0.8182,1.0,1.0,1.9494,0.9542,1.0792,0.25,0.215
396,404,54,10,8,6193,97,1618,0.4556,0.3,0.7273,0.0049,0.8,1.0,0.0,1.7324,0.9031,0.9031,-0.2727,0.1934
39,196,5885,192,109,598976,41,1402,0.0556,0.7306,0.3778,0.1156,0.7476,0.4493,0.0,3.7754,2.1959,1.8513,-0.6222,1.0
41,218,6309,323,149,660758,40,1358,0.0604,0.468,0.3785,0.1303,0.548,0.4565,0.0,3.8,2.248,1.8261,-0.6215,1.0
1223,1235,84,16,11,9704,72,1353,0.1103,0.4063,0.6364,0.0096,0.8125,1.0,1.0,1.9243,1.1139,1.0414,0.3636,0.1822
280,292,69,12,9,7774,98,1624,0.3113,0.2917,0.8889,0.0049,0.6667,1.0,1.0,1.8389,0.9031,0.9542,0.1111,0.1773
10,22,304,20,27,29002,103,1687,0.6283,0.3788,0.4,0.0059,0.44,1.0,1.0,2.4885,0.9031,1.4314,0.6,0.6453
1545,1563,71,21,21,5587,38,1358,0.1219,0.3333,0.5714,0.0083,0.7143,0.9524,1.0,1.8513,1.1461,1.3222,0.4286,0.3168
1281,1295,170,23,36,21300,110,1353,0.1418,0.5731,0.6842,0.0096,0.5652,0.9444,1.0,2.2304,1.1139,1.4314,0.3158,0.4089
773,803,215,49,22,24463,118,1362,0.8304,0.5,0.4545,0.0206,0.6042,0.7273,0.0,2.3324,1.4472,1.2041,-0.5454,0.7833
1617,1629,146,12,29,16441,105,1690,0.2047,0.3979,0.4615,0.0041,0.5833,0.88,1.0,2.1644,0.8451,1.4624,0.5385,0.3882
853,866,71,32,22,8558,110,1358,0.7331,0.5257,0.6364,0.0161,0.6,0.7727,0.0,1.8513,1.3424,1.0414,-0.3636,0.3822
39,1098,1803,626,418,1459713,86,1402,0.0585,0.5501,0.9494,0.0611,0.2066,0.4114,1.0,4.2601,2.0828,2.1703,0.0506,1.0
43,218,6294,276,134,675659,41,1358,0.0604,0.4572,0.3543,0.1303,0.6295,0.3641,0.0,3.7989,2.248,1.8513,-0.6457,1.0
1450,1466,86,14,11,9203,84,1690,0.2243,0.256,0.9167,0.0071,0.8571,1.0,0.0,1.9345,1.0792,1.0414,-0.0833,0.2432
1116,1124,130,18,30,14997,93,1358,0.6994,0.2933,0.2069,0.0066,0.3333,0.9667,1.0,2.1139,0.9542,1.4624,0.7931,0.2984
1145,1207,787,51,59,83627,87,1694,0.1239,0.4974,0.0491,0.0391,0.9091,0.1394,0.0,2.896,1.5911,0.6021,-0.9509,0.9998
498,515,521,61,46,63525,119,1362,0.5191,0.5876,0.7576,0.031,0.5408,0.5128,0.0,2.7566,1.6233,1.4314,-0.2424,0.9998
87,217,4307,317,184,427024,30,1358,0.1252,0.4182,0.9355,0.1643,0.2783,0.4565,0.0,3.6273,2.3503,1.9191,-0.0645,1.0
1197,1210,196,24,31,22785,107,1362,0.223,0.6181,0.4706,0.0125,0.5833,0.9474,1.0,2.2923,1.2305,1.5051,0.5294,0.7254
1112,1133,512,49,62,60112,106,1687,0.6584,0.5582,0.2933,0.0148,0.2597,0.9737,1.0,2.7093,1.301,1.7559,0.7067,0.9685
1505,1522,82,18,14,8566,104,1632,0.1572,0.5268,0.8571,0.0102,0.7778,0.9286,0.0,1.9138,1.1461,1.0792,-0.1429,0.2901
936,944,58,9,12,6543,159,1387,0.6333,0.2778,0.6667,0.0058,0.8889,1.0,1.0,1.7634,0.9031,1.0792,0.3333,0.2018
542,564,838,230,119,95390,80,1358,0.6613,0.8268,0.8621,0.0575,0.2841,0.563,1.0,2.9207,1.8633,1.8808,0.1379,1.0
1540,1558,144,25,20,15513,95,1692,0.0486,0.4931,0.8,0.0132,0.72,0.8,1.0,2.1584,1.2553,1.301,0.2,0.43
803,813,82,12,13,9016,99,1624,0.734,0.2143,0.5385,0.0047,0.6667,1.0,1.0,1.9138,0.9031,1.1139,0.4615,0.1965
1067,1073,56,11,8,6632,107,1624,0.7516,0.1406,0.8,0.0049,0.7273,1.0,0.0,1.7482,0.9031,0.9031,-0.2,0.1852
919,930,70,13,10,7193,92,1356,0.6313,0.2,0.9091,0.0074,0.7692,1.0,1.0,1.8451,1.0,1.0,0.0909,0.2173
39,187,5593,239,133,593650,49,1400,0.0557,0.379,0.345,0.1054,0.6611,0.4286,0.0,3.7476,2.1703,1.7243,-0.655,1.0
539,552,709,59,62,71112,96,1364,0.6785,0.3972,0.1274,0.0081,0.2333,0.9474,1.0,2.8819,1.0414,1.7559,0.8726,0.9998
0,6,66,12,14,7385,85,1687,0.0541,0.2346,0.7143,0.0041,0.5833,1.0,1.0,1.8195,0.8451,1.1461,0.2857,0.2195
47,173,4115,191,113,450619,96,1362,0.2587,0.433,0.3935,0.089,0.6552,0.4135,0.0,3.6333,2.0828,1.6812,-0.6065,1.0
1170,1182,108,15,17,12804,96,1362,0.4433,0.2431,1.0,0.0088,0.8,1.0,0.5,2.0334,1.0792,1.2305,0.0,0.2928
617,624,61,10,9,6761,86,1624,0.6465,0.4625,0.8889,0.0044,0.9,1.0,0.0,1.7853,0.7782,0.9542,-0.1111,0.1862
5,14,82,13,20,9948,122,1630,0.0131,0.2788,0.5,0.0071,0.8461,1.0,1.0,1.9138,1.0792,1.301,0.5,0.3068
621,632,585,33,33,65860,99,1364,0.9277,0.3039,0.2632,0.0102,0.3784,0.9677,1.0,2.7672,1.1461,1.5563,0.7368,0.9997
1015,1031,265,23,23,27597,66,1360,0.5321,0.2975,0.4375,0.0066,0.4348,1.0,1.0,2.4232,0.9542,1.3617,0.5625,0.5951
877,888,114,12,13,14041,128,1387,0.734,0.2448,0.8461,0.0079,0.9167,1.0,1.0,2.0569,1.0414,1.1139,0.1539,0.257
803,816,82,11,10,8361,108,1694,0.8792,0.2222,0.9091,0.0096,1.0,1.0,0.0,1.9138,1.1139,1.0,-0.0909,0.2173
819,828,52,10,11,11255,178,1387,0.9764,0.3554,0.9091,0.0058,0.8,1.0,1.0,1.716,0.9031,1.0414,0.0909,0.2173
763,813,552,56,62,48231,73,1687,0.7385,0.4382,0.9167,0.0219,0.3137,0.9901,1.0,2.7259,1.5563,1.7924,0.0833,0.9993
1267,1285,313,37,48,37572,78,1692,0.1213,0.45,0.625,0.0142,0.5454,1.0,1.0,2.4941,1.3802,1.5051,0.375,0.9381
39,214,6281,265,132,654358,43,1358,0.0574,0.4293,0.3771,0.1291,0.6269,0.5,0.0,3.798,2.243,1.8195,-0.6229,1.0
1146,1219,3432,367,270,334869,105,1358,0.2059,0.5758,0.194,0.0285,0.1096,0.4537,0.0,3.5356,1.5911,1.6628,-0.806,1.0
1358,1378,221,38,35,28592,101,1360,0.0218,0.5526,0.7037,0.0124,0.5294,0.9394,0.0,2.3444,1.2305,1.2787,-0.2963,0.9685
451,466,703,91,47,76438,110,1362,0.6613,0.4573,0.0842,0.0483,0.5796,0.5161,0.0,2.8482,1.9031,1.3617,-0.9158,0.9935
1538,1562,85,34,13,10605,124,1360,0.1735,0.624,0.6,0.0132,0.5294,0.6154,0.0,1.9294,1.2553,0.9031,-0.4,0.3977
993,1004,134,17,11,14727,67,1688,0.882,0.2562,1.0,0.0081,0.6471,1.0,0.5,2.1271,1.0414,1.0414,0.0,0.3329
890,902,10,7,9,15498,99,1688,0.7355,0.2,0.16,0.0047,1.0,1.0,0.0,1.0414,0.9031,0.4771,-0.84,0.1483
37,212,6183,273,132,645839,43,1358,0.0633,0.4544,0.3757,0.1289,0.6295,0.5114,0.0,3.7989,2.243,1.8195,-0.6243,1.0
1275,1287,125,16,19,13938,107,1646,0.2173,0.3726,0.3333,0.0055,0.5625,0.9474,1.0,2.0969,0.9542,1.2553,0.6667,0.4025
1617,1628,137,12,16,10915,67,1692,0.0261,0.2045,1.0,0.0065,0.9167,1.0,0.5,2.1367,1.0414,1.2041,0.0,0.3359
673,695,176,38,23,21321,101,1364,0.8685,0.5371,0.8095,0.0095,0.4474,0.8261,1.0,2.2455,1.1139,1.2787,0.1905,0.4779
559,571,150,30,25,18480,99,1356,0.6637,0.4368,0.4848,0.0199,0.8,0.9677,0.0,2.1761,1.4314,1.3617,-0.5152,0.5642
1073,1078,143,12,20,15785,94,1373,0.442,0.3889,0.25,0.0065,0.4167,1.0,1.0,2.1553,0.9542,1.301,0.75,0.3601
39,211,6277,263,135,684236,41,1358,0.0604,0.4668,0.5882,0.1267,0.6196,0.4545,1.0,3.7989,2.2355,1.8129,0.4118,1.0
8,19,289,13,25,29349,99,1364,0.9277,0.3131,0.6154,0.0088,0.6154,1.0,1.0,2.4609,1.0792,1.3979,0.3846,0.5822
1094,1108,52,9,9,5483,95,1688,0.4585,0.2917,0.8889,0.0047,0.8889,1.0,1.0,1.716,0.9031,0.9542,0.1111,0.1773
1201,1220,217,36,22,25231,106,1360,0.6535,0.5376,0.7059,0.0126,0.5714,0.6667,0.0,2.3365,1.2305,1.2305,-0.2941,0.6268
449,521,652,67,60,61079,106,1360,0.5947,0.7479,0.7609,0.0164,0.3134,0.85,1.0,2.8142,1.4314,1.6628,0.2391,0.9998
971,980,56,12,11,5448,91,1652,0.8136,0.2041,0.5385,0.0052,0.5833,1.0,1.0,1.7482,0.8451,1.1139,0.4615,0.1965
957,974,78,13,13,8602,81,1692,0.2638,0.3254,1.0,0.0095,0.6923,1.0,0.5,1.8921,1.1139,1.1139,0.0,0.2914
1175,1191,285,25,29,29895,93,1687,0.3174,0.2899,0.1892,0.0094,1.0,1.0,1.0,2.4594,1.2041,1.4624,0.8108,0.8153
0,12,171,27,26,17820,102,1362,0.1496,0.4383,0.3704,0.0081,0.48,1.0,1.0,2.233,1.0414,1.415,0.6296,0.3945
691,710,271,22,35,29895,82,1652,0.8226,0.5156,0.2564,0.0053,0.3636,1.0,1.0,2.433,0.9542,1.5441,0.7436,0.6648
1677,1688,56,9,9,4606,64,1688,0.2885,0.4211,1.0,0.0036,0.7778,1.0,0.5,1.7482,0.7782,0.9542,0.0,0.1622
853,883,718,62,53,84461,119,1356,0.7871,0.6144,0.1842,0.0257,0.6897,0.9851,1.0,2.8965,1.5441,1.7243,0.8158,0.9998
33,40,89,14,12,9275,108,1656,0.0369,0.3776,0.9167,0.0048,0.5714,1.0,1.0,1.9494,1.0414,1.0792,0.0833,0.2432
39,208,6227,295,129,655912,41,1356,0.0576,0.4272,0.3932,0.1244,0.6305,0.4026,0.0,3.7931,2.2279,1.9395,-0.6067,1.0
16,26,178,28,27,17587,84,1356,0.0236,0.4077,0.3704,0.0074,0.2857,1.0,1.0,2.2504,1.0,1.4314,0.6296,0.4913
41,221,6653,273,132,699635,36,1358,0.0604,0.4527,0.386,0.1327,0.6416,0.5114,0.0,3.819,2.2529,1.8195,-0.614,1.0
631,649,192,17,31,19464,97,1374,0.9146,0.2727,0.3704,0.0096,0.6842,1.0,1.0,2.2833,1.1139,1.4914,0.6296,0.4089
1129,1140,52,9,8,5716,95,1687,0.6333,0.2778,0.8889,0.0047,0.8889,1.0,0.0,1.716,0.9031,0.9031,-0.1111,0.1773
43,216,6776,247,128,674367,36,1358,0.0633,0.4441,0.3884,0.1289,0.7202,0.5313,0.0,3.831,2.243,1.8325,-0.6116,1.0
1043,1076,305,72,42,34579,106,1362,0.4217,0.6722,0.197,0.0382,0.5278,0.6923,0.0,2.4843,1.716,1.415,-0.803,0.976
872,884,240,25,26,21661,90,1698,0.6984,0.3173,0.75,0.0047,0.38,1.0,1.0,2.3802,0.9031,1.3979,0.25,0.4763
1140,1147,52,14,3,6884,110,1690,0.4728,0.2917,0.8571,0.0044,0.4286,1.0,0.0,1.716,0.7782,0.4771,-0.1429,0.1449
41,192,11510,538,375,1567858,41,1402,0.0585,0.3394,0.9321,0.1077,0.2807,0.4444,1.0,4.0623,2.179,2.2227,0.0679,1.0
489,492,18,9,6,2195,114,1692,0.0126,0.3611,0.8889,0.0055,0.7778,1.0,0.0,1.2553,0.8451,0.7782,-0.1111,0.1773
13,28,140,17,15,14536,55,1687,0.0188,0.2143,0.5333,0.0089,0.8824,1.0,1.0,2.1461,1.1761,1.1761,0.4667,0.3285
39,212,6653,266,131,648910,38,1358,0.0575,0.4558,0.3855,0.1274,0.6704,0.4114,0.0,3.813,2.238,1.8195,-0.6145,1.0
919,928,52,10,10,6135,102,1692,0.6698,0.3,0.9,0.0074,0.9,1.0,1.0,1.716,1.0,1.0,0.1,0.1954
847,852,75,10,10,8107,97,1687,0.9905,0.25,0.9,0.0047,0.8,1.0,1.0,1.8751,0.9031,1.0,0.1,0.1954
903,926,222,42,22,23671,109,1694,0.6995,0.4322,0.95,0.0142,0.9546,0.6,0.0,2.3463,1.3802,1.2787,-0.05,0.4729
28,36,53,14,21,6861,106,1658,0.0355,0.4271,0.381,0.0048,0.5,1.0,1.0,1.7243,0.9031,1.3222,0.6191,0.2901
621,627,52,8,18,6074,107,1358,0.9146,0.3426,0.3333,0.0036,0.75,1.0,1.0,1.716,0.7782,1.2553,0.6667,0.215
1123,1137,109,19,17,11293,89,1387,0.6631,0.6823,0.0294,0.0095,0.9412,0.3529,0.0,2.0356,1.2305,0.4771,-0.9706,0.4729
981,992,267,25,52,28955,87,1687,0.971,0.5227,0.3061,0.0053,0.2414,1.0,1.0,2.4265,0.9542,1.716,0.6939,0.7955
54,57,84,15,12,10797,76,1628,0.0648,0.2182,0.9167,0.0068,0.8,1.0,1.0,1.9243,1.0414,1.0792,0.0833,0.2432
466,472,225,15,22,26321,114,1692,0.7218,0.2593,0.8,0.0061,0.5333,1.0,1.0,2.3522,1.0,1.3424,0.2,0.5296
1201,1213,193,19,29,22532,108,1364,0.2185,0.3421,0.4444,0.0087,0.6316,0.8965,1.0,2.2856,1.0792,1.4314,0.5556,0.4963
1673,1687,143,33,22,15951,79,1360,0.0236,0.5357,0.6,0.0142,0.7083,0.7273,0.0,2.1553,1.3802,1.301,-0.4,0.5296
871,883,194,18,24,21649,80,1358,0.6941,0.3595,0.7083,0.0103,0.9444,1.0,1.0,2.2878,1.2305,1.3802,0.2917,0.6693
837,850,227,24,22,32920,112,1364,0.9846,0.5052,0.8824,0.0139,0.7917,0.8636,1.0,2.356,1.2787,1.2787,0.1177,0.7598
85,209,2108,181,102,263590,42,1360,0.1265,0.4211,0.5,0.0554,0.8421,0.5714,0.0,3.3314,1.8129,1.7076,-0.5,1.0
855,861,16,7,8,2069,125,1358,0.8118,0.3571,0.5714,0.0052,1.0,0.875,0.0,1.2041,0.8451,0.8451,-0.4286,0.1773
1123,1137,81,13,19,9124,90,1712,0.5258,0.3796,0.4737,0.0047,0.6154,1.0,1.0,1.9085,0.9031,1.2787,0.5263,0.2482
1111,1130,54,26,7,6578,104,1364,0.3241,0.3,0.2,0.0148,0.7692,0.7143,0.0,1.7324,1.301,0.699,-0.8,0.1852
973,996,247,33,32,31058,115,1362,0.0499,0.4571,0.2759,0.0212,0.64,0.9048,1.0,2.3944,1.4624,1.5051,0.7241,0.7512
1087,1194,11388,696,352,122339,36,1402,0.5302,0.8473,0.9289,0.0153,0.2405,0.9901,1.0,4.0547,2.1761,4.0333,0.0711,1.0
39,218,16052,562,343,1835252,27,1358,0.0557,0.5876,0.8833,0.1364,0.2547,0.3744,0.0,3.2292,2.248,1.9685,-0.1167,1.0
451,466,80,16,13,10024,103,1690,0.5258,0.4394,0.9231,0.0077,0.8125,0.9231,0.0,1.9031,1.1139,1.0792,-0.0769,0.2739
1063,1088,143,18,16,15785,87,1360,0.4898,0.4363,0.6667,0.0125,0.7778,0.625,0.0,2.1553,1.2305,1.0,-0.3333,0.3359
1175,1208,709,99,46,85268,109,1356,0.2168,0.4563,0.05,0.0237,0.5323,0.5,0.0,2.8507,1.6021,1.301,-0.95,0.9998
1058,1066,69,13,10,6146,78,1356,0.6451,0.1932,0.9,0.0066,0.6923,1.0,1.0,1.8389,0.9542,1.0,0.1,0.1934
618,650,409,67,34,47513,107,1354,0.9383,0.3274,0.3429,0.031,0.6546,0.3529,0.0,2.6107,1.6233,1.0792,-0.6571,0.9474
7,19,116,15,15,11890,81,1687,0.0103,0.2083,0.8571,0.0071,0.8,1.0,1.0,2.0645,1.0792,1.1761,0.1429,0.2901
1097,1108,81,15,11,8457,89,1360,0.3836,0.2188,0.8,0.0074,0.8,1.0,0.0,1.9085,1.0,1.0414,-0.2,0.1852
65,80,140,25,28,14830,65,1358,0.0972,0.4812,0.3684,0.0088,0.48,1.0,1.0,2.1461,1.0792,1.415,0.6316,0.3787
1258,1266,84,12,10,14982,87,1694,0.6464,0.3,0.9,0.0053,0.75,1.0,0.0,1.9243,0.9542,1.0,-0.1,0.1954
1324,1333,285,39,36,29895,85,1366,0.0296,0.4463,0.1389,0.0059,0.2308,1.0,1.0,2.4548,0.9031,1.5563,0.8611,0.7147
577,588,110,13,19,12374,103,1352,0.7524,0.4333,0.3846,0.0066,0.7692,0.9474,1.0,2.0414,0.9542,1.2553,0.6154,0.3154
1293,1316,671,56,58,70737,68,1360,0.1064,0.4189,0.3939,0.0129,0.1964,0.9841,1.0,2.8162,1.3424,1.716,0.6061,0.9998
614,622,55,10,11,6193,85,1364,0.9706,0.2159,0.7273,0.0049,0.8,1.0,1.0,1.7404,0.9031,1.0414,0.2727,0.1934
1224,1237,128,28,17,16579,117,1658,0.4865,0.5185,1.0,0.0139,0.6786,0.9412,0.5,2.1072,1.2787,1.2041,0.0,0.374
1557,1584,103,33,28,10784,120,1668,0.1474,0.5264,0.5172,0.0091,0.5238,0.6818,0.0,2.0128,1.1761,1.1761,-0.4828,0.7079
39,221,6776,243,131,688633,40,1358,0.0575,0.387,0.4103,0.1318,0.7012,0.5285,0.0,3.8122,2.2529,1.8195,-0.5897,1.0
1164,1173,106,13,12,11941,90,1358,0.2705,0.2686,0.9231,0.0088,0.9231,1.0,1.0,2.0253,1.0792,1.0792,0.0769,0.2739
14,32,239,37,49,31824,111,1698,0.1443,0.6551,0.2286,0.014,0.5593,0.7308,0.0,2.3856,1.2787,1.6628,-0.7714,0.9513
1065,1088,128,31,17,17124,123,1364,0.4106,0.5454,0.4091,0.0161,0.7097,0.7647,0.0,2.1072,1.3424,1.1139,-0.5909,0.3329
357,370,279,42,42,34142,111,1374,0.5647,0.3889,0.25,0.0088,0.2857,0.9167,1.0,2.4456,1.0792,1.6233,0.75,0.7512
449,558,343,33,62,33607,93,1687,0.7467,0.3065,0.2391,0.0091,0.3636,1.0,1.0,2.5353,1.1761,1.7924,0.7609,0.8183
873,891,212,50,42,24034,87,1687,0.9284,0.2361,0.4,0.0089,0.48,1.0,1.0,2.3263,1.0792,1.6021,0.6,0.6574
814,834,705,69,91,82565,112,1373,0.9106,0.4276,0.283,0.0148,0.3088,0.9592,1.0,2.8716,1.3979,1.9395,0.716,0.9991
474,486,143,19,20,15414,92,1358,0.6686,0.375,0.6,0.0088,0.6316,1.0,1.0,2.1553,1.0792,1.301,0.4,0.3419
803,825,268,38,32,36566,106,1353,0.7831,0.456,0.5185,0.0102,0.3684,0.5938,1.0,2.4281,1.1461,1.4314,0.4815,0.6236
957,965,17,6,5,2167,116,1360,0.8796,0.3571,0.6667,0.0044,1.0,1.0,0.0,1.2305,0.7782,0.699,-0.3333,0.1353
575,582,128,13,15,15385,105,1360,0.3174,0.4074,0.3667,0.0059,0.6154,1.0,1.0,2.1072,0.9031,1.1761,0.6333,0.3285
1588,1602,3455,23,76,363821,68,1692,0.1067,0.4583,0.1437,0.0083,0.6087,0.9342,1.0,3.5385,1.1461,1.8513,0.8562,1.0
565,578,86,15,12,10868,127,1354,0.7518,0.45,0.5,0.011,0.7333,1.0,1.0,1.9345,1.1761,1.0792,0.5,0.2469
765,774,102,19,19,10915,89,1364,0.9203,0.3526,0.6842,0.0095,0.6842,1.0,1.0,2.0086,1.1139,1.2787,0.3158,0.4089
383,396,96,19,11,9693,85,1646,0.45,0.2546,0.9091,0.0067,0.5789,1.0,1.0,1.9823,1.0414,1.0414,0.0909,0.2173
13,23,107,16,12,10613,114,1356,0.0369,0.2877,0.9091,0.0096,0.8125,1.0,0.0,2.0253,1.1139,1.0792,-0.0909,0.2914
896,904,111,9,24,13162,114,1360,0.6698,0.0781,0.3333,0.0059,0.8889,1.0,1.0,2.0453,0.9031,1.3802,0.6667,0.3241
1307,1316,184,22,19,22232,102,1652,0.0133,0.4136,0.55,0.0096,0.5652,0.9474,1.0,2.2601,1.1139,1.2787,0.45,0.4366
1236,1248,301,23,29,33183,95,1362,0.1906,0.3972,0.5,0.0103,0.5789,1.0,1.0,2.4728,1.1461,1.4624,0.5,0.7281
570,579,143,15,16,15646,84,1362,0.8687,0.2656,0.6,0.0088,0.8,1.0,1.0,2.1553,1.0792,1.2041,0.4,0.3977
1196,1202,16,8,6,2240,122,1358,0.2298,0.5,0.5333,0.0059,1.0,1.0,0.0,1.2041,0.9031,0.699,-0.4667,0.14
41,222,17977,796,507,2144244,24,1402,0.0585,0.4907,0.9282,0.1291,0.2331,0.4157,1.0,4.2547,2.2577,2.2529,0.0718,1.0
9,29,226,60,32,21321,89,1358,0.9061,0.563,0.25,0.0124,0.375,0.9167,1.0,2.3541,1.3222,1.5051,0.75,0.7281
979,992,329,25,50,5791,64,1688,0.9669,0.4,0.5,0.0081,0.4583,1.0,1.0,2.5185,1.0414,1.699,0.5,0.976
19,33,108,34,27,11746,89,1364,0.2474,0.4529,1.0,0.0162,0.5745,0.6552,0.5,2.0334,1.3424,1.2305,0.0,0.3882
1200,1220,4758,377,377,99671,28,1396,0.2889,0.4727,0.0528,0.0101,0.2358,0.9744,1.0,3.6774,1.2305,2.5752,0.9472,1.0
41,191,10429,639,388,1196792,41,1402,0.0585,0.5084,0.9405,0.1086,0.2519,0.4108,1.0,4.0182,2.1818,2.2672,0.0595,1.0
0,12,244,18,29,23671,85,1356,0.1428,0.3151,0.2759,0.0066,0.3333,1.0,1.0,2.3856,0.9542,1.4624,0.7241,0.556
15,32,104,21,20,11385,105,1358,0.0353,0.5454,0.6,0.0096,0.6191,1.0,1.0,2.017,1.1139,1.301,0.4,0.2914
1609,1616,267,11,44,24807,87,1687,0.0047,0.2159,0.2727,0.0047,0.7273,1.0,1.0,2.4265,0.9031,1.6435,0.7273,0.4913
4,13,180,19,16,19118,94,1358,0.0059,0.3992,0.5625,0.0081,0.5789,1.0,1.0,2.2553,1.0414,1.2041,0.4375,0.5362
39,223,21110,1138,522,2554885,95,1400,0.0557,0.5273,0.9643,0.1569,0.2307,0.3717,1.0,4.3245,2.3424,2.3075,0.0357,1.0
1021,1036,194,26,23,22232,111,1362,0.4177,0.4818,0.5652,0.0103,0.4348,0.8696,1.0,2.2878,1.1461,1.3617,0.4348,0.4946
1579,1590,229,15,32,22991,84,1652,0.1211,0.4772,0.1053,0.0047,0.5333,1.0,1.0,2.3598,0.9031,1.5051,0.8947,0.8299
1271,1316,101,35,14,66182,122,1360,0.2621,0.5905,0.5571,0.0169,0.5317,0.6429,0.0,2.0043,1.3617,0.9542,-0.4429,0.3068
